lex,sp,gloss,voc_lex
GLGL===/,nmpr,Gilgal,גִּלְגָּל
R<NN/,adjv,luxuriant,רַעֲנָן
MCLX/,subs,undertaking,מִשְׁלָח
>WH/,subs,desire,אַוָּה
YBJ=/,subs,gazelle,צְבִי
>JL/,subs,fallow-buck,אַיָּל
NQC[,verb,ensnare,נקשׁ
SRH/,subs,rebellion,סָרָה
SWT[,verb,incite,סות
STR/,subs,hiding place,סֵתֶר
BLJ<L/,subs,wickedness,בְּלִיַּעַל
XQR[,verb,explore,חקר
TL/,subs,mound,תֵּל
GDD[,verb,gather,גדד
JXMWR/,subs,reebok,יַחְמוּר
>QW/,subs,wild goat,אַקֹּו
DJCWN/,subs,<uncertain>,דִּישֹׁון
T>W/,subs,wild sheep,תְּאֹו
ZMR/,subs,gazelle,זֶמֶר
R>H=/,subs,red bird,רָאָה
DJH/,subs,<uncertain>,דַּיָּה
RXMH/,subs,vulture,רָחָמָה
YWR[,verb,bind,צור
CMVH/,subs,remitting,שְׁמִטָּה
MCH/,subs,loan,מַשֶּׁה
<BV[,verb,borrow,עבט
QPY[,verb,draw together,קפץ
MXSWR/,subs,need,מַחְסֹור
<NQ[,verb,put around neck,ענק
XRMC/,subs,sickle,חֶרְמֵשׁ
MSH=/,subs,measure,מִסָּה
FMX/,adjv,joyful,שָׂמֵחַ
DJN/,subs,claim,דִּין
RJBH/,subs,case,רִיבָה
ZDWN/,subs,insolence,זָדֹון
LXJ/,subs,jaw,לְחִי
GZ/,subs,grass,גֵּז
QSM[,verb,practice divination,קסם
XBR=/,subs,company,חֶבֶר
J<R/,subs,wood,יַעַר
XVB[,verb,gather wood,חטב
GRZN/,subs,axe,גַּרְזֶן
>RB[,verb,lie in ambush,ארב
SWG[,verb,turn,סוג
RKK[,verb,be tender,רכך
XPZ[,verb,hurry,חפז
XNK[,verb,dedicate,חנך
MYWR=/,subs,siege,מָצֹור
CBJH=/,subs,captives,שִׁבְיָה
YPRN/,subs,nail,צִפֹּרֶן
<MR[,verb,deal violently,עמר
FNJ>/,adjv,disdained,שָׂנִיא
SRR[,verb,rebel,סרר
ZLL[,verb,be lavish,זלל
SB>[,verb,drink,סבא
>PRX/,subs,young one,אֶפְרֹחַ
BJYH/,subs,egg,בֵּיצָה
M<QH/,subs,parapet,מַעֲקֶה
GDL==/,subs,tassel,גָּדִל
<LJLH/,subs,deed,עֲלִילָה
PY<[,verb,squeeze,פצע
DKH/,subs,crushing,דַּכָּה
CPKH/,subs,penis,שָׁפְכָה
MMZR/,subs,bastard,מַמְזֵר
QDM[,verb,be in front,קדם
>DMJ/,adjv,Edomite,אֲדֹמִי
QRH=/,subs,pollution,קָרֶה
>ZN=/,subs,tool,אָזֵן
Y>H/,subs,excrement,צֵאָה
>TNN/,subs,gift,אֶתְנַן
MXJR/,subs,price,מְחִיר
NCK=[,verb,claim interest,נשׁך
QVP[,verb,pluck off,קטף
MLJLH/,subs,rubbed wheat,מְלִילָה
KRJTWT/,subs,divorce,כְּרִיתוּת
MC>H/,subs,loan,מַשָּׁאָה
<BWV/,subs,pledge,עֲבֹוט
XBV[,verb,beat off,חבט
P>R=[,verb,knock down,פאר
QLH=[,verb,contempt,קלה
XSM[,verb,muzzle,חסם
DWC[,verb,tread on,דושׁ
JBM/,subs,husband's brother,יָבָם
JBMT/,subs,brother's widow,יְבֶמֶת
MBWCJM/,subs,private parts,מְבוּשִׁים
KJS/,subs,bag,כִּיס
ZNB[,verb,cut off,זנב
XCL[,verb,wear out,חשׁל
JG</,adjv,weary,יָגֵעַ
VN>/,subs,basket,טֶנֶא
>NH/,subs,time of mourning,אֹנֶה
M<WN/,subs,dwelling,מָעֹון
FJD[,verb,whitewash,שׂיד
FJD/,subs,lime,שִׂיד
SKT[,verb,be silent,סכת
>SM/,subs,store,אָסָם
>WYR/,subs,supply,אֹוצָר
M>RH/,subs,curse,מְאֵרָה
MG<RT/,subs,rebuke,מִגְעֶרֶת
M<LL/,subs,deed,מַעֲלָל
DLQT/,subs,inflammation,דַּלֶּקֶת
XRXR/,subs,heat,חַרְחֻר
CDPWN/,subs,scorching,שִׁדָּפֹון
JRQWN/,subs,paleness,יֵרָקֹון
Z<WH/,subs,terror,זַעֲוָה
VXRJM/,subs,tumours,טְחֹרִים
XRS/,subs,scabies,חֶרֶס
CG<WN/,subs,madness,שִׁגָּעֹון
<WRWN/,subs,blindness,עִוָּרֹון
TMHWN/,subs,bewilderment,תִּמָּהֹון
KLH==/,adjv,failing,כָּלֶה
CG<[,verb,be mad,שׁגע
CMH/,subs,destruction,שַׁמָּה
CNJNH/,subs,taunt,שְׁנִינָה
XSL[,verb,consume,חסל
>GR[,verb,gather,אגר
SWK[,verb,anoint,סוך
YLYL/,subs,cricket,צְלָצַל
XSR==/,subs,want,חֹסֶר
D>H[,verb,pounce,דאה
BVX[,verb,trust,בטח
MYWQ/,subs,stress,מָצֹוק
YWQ[,verb,oppress,צוק
<NG/,adjv,dainty,עָנֹג
<NG[,verb,be dainty,ענג
RK=/,subs,tenderness,רֹךְ
CLJH/,subs,afterbirth,שִׁלְיָה
FWF[,verb,rejoice,שׂושׂ
NSX[,verb,tear,נסח
RG<[,verb,stir,רגע
RGZ=/,adjv,excited,רַגָּז
KLJWN/,subs,annihilation,כִּלָּיֹון
D>BWN/,subs,despair,דְּאָבֹון
TL>[,verb,hang,תלא
PXD[,verb,tremble,פחד
CQWY/,subs,idol,שִׁקּוּץ
CRC/,subs,root,שֹׁרֶשׁ
R>C=/,subs,poison,רֹאשׁ
L<NH/,subs,wormwood,לַעֲנָה
CRRWT/,subs,stubbornness,שְׁרִרוּת
RWH/,adjv,watered,רָוֶה
YM>/,adjv,thirsty,צָמֵא
TXL>JM/,subs,diseases,תַּחֲלֻאִים
MHPKH/,subs,overthrow,מַהְפֵּכָה
NTC[,verb,root out,נתשׁ
CWB=[,verb,gather,שׁוב
CBWT/,subs,captivity,שְׁבוּת
<RP[,verb,drip,ערף
LQX/,subs,teaching,לֶקַח
F<JR==/,subs,shower of rain,שָׂעִיר
RBJBJM/,subs,rain,רְבִיבִים
P<L/,subs,doing,פֹּעַל
<QC/,adjv,crooked,עִקֵּשׁ
PTLTL/,adjv,queer,פְּתַלְתֹּל
NBL/,adjv,stupid,נָבָל
JLL/,subs,howling,יְלֵל
JCJMWN/,subs,wilderness,יְשִׁימֹון
>JCWN/,subs,pupil of eye,אִישֹׁון
<WR[,verb,be awake,עור
>BRH/,subs,wing,אֶבְרָה
TNWBH/,subs,produce,תְּנוּבָה
FDJ/,subs,open field,שָׂדַי
KR/,subs,ram,כַּר
XMR===/,subs,wine,חֶמֶר
CMN[,verb,be fat,שׁמן
JCRWN/,nmpr,Jeshurun,יְשֻׁרוּן
B<V[,verb,kick,בעט
<BH[,verb,be thick,עבה
KFH[,verb,grow fat,כשׂה
>LWH/,subs,god,אֱלֹוהַּ
CD==/,subs,demon,שֵׁד
F<R==[,verb,know,שׂער
CJH[,verb,<uncertain>,שׁיה
K<S/,subs,grief,כַּעַס
THPKWT/,subs,perversity,תַּהְפֻּכֹות
>MN/,subs,faith,אֵמֻן
HBL/,subs,breath,הֶבֶל
QDX[,verb,be kindled,קדח
LHV[,verb,devour,להט
MWSD/,subs,foundation,מֹוסָד
MZH/,adjv,hungry,מָזֶה
LXM=[,verb,feed,לחם
RCP/,subs,flame,רֶשֶׁף
QVB/,subs,sting,קֶטֶב
MRJRJ/,adjv,bitter,מְרִירִי
ZXL[,verb,glide away,זחל
BXWR/,subs,young man,בָּחוּר
P>H[,verb,split,פאה
>NWC/,subs,man,אֱנֹושׁ
<YH/,subs,counsel,עֵצָה
CDMH/,subs,terrace,שְׁדֵמָה
PTN/,subs,cobra,פֶּתֶן
>KZR/,adjv,cruel,אַכְזָר
KMS[,verb,store,כמס
CLM==/,subs,<uncertain>,שִׁלֵּם
>JD/,subs,calamity,אֵיד
<TJD/,adjv,ready,עָתִיד
>ZL[,verb,go away,אזל
XSH[,verb,seek refuge,חסה
NSJK=/,subs,libation,נָסִיךְ
STRH/,subs,hiding place,סִתְרָה
CNN[,verb,sharpen,שׁנן
JP<[,verb,shine,יפע
>TH[,verb,come,אתה
DT/,subs,orders,דָּת
XBB[,verb,love,חבב
TKH[,verb,<uncertain>,תכה
DBRT/,subs,word,דַּבֶּרֶת
QHLH/,subs,assembly,קְהִלָּה
JXD/,subs,gathering,יַחַד
XSJD/,adjv,loyal,חָסִיד
QVWRH/,subs,smoke sacrifice,קְטֹורָה
JDJD/,adjv,beloved,יָדִיד
XPP[,verb,shelter,חפף
MGD/,subs,present,מֶגֶד
GRC/,subs,produce,גֶּרֶשׁ
CP</,subs,abundance,שֶׁפַע
FPN[,verb,cover,שׂפן
SPN[,verb,cover,ספן
ZNQ[,verb,leap,זנק
DRWM/,subs,south,דָּרֹום
MN<L/,subs,lock,מִנְעָל
DB>/,subs,walk,דֹּבֶא
G>WH/,subs,uproar,גַּאֲוָה
CXQ/,subs,dust,שַׁחַק
M<NH/,subs,hiding place,מְעֹנָה
>CR=/,subs,happiness,אֶשֶׁר
LX/,subs,sap,לֵחַ
HGH[,verb,mutter,הגה
XRC===/,subs,silence,חֶרֶשׁ
RXB===/,nmpr,Rahab,רָחָב
M<BRH/,subs,ford,מַעְבָּרָה
TQWH=/,subs,cord,תִּקְוָה
GDJH/,subs,bank,גִּדְיָה
>DM====/,nmpr,Adam,אָדָם
YRTN/,nmpr,Zarethan,צָרְתָן
MYB/,subs,standing place,מַצָּב
<BWR=/,subs,produce,עֲבוּר
CM<==/,subs,rumour,שֹׁמַע
<KN/,nmpr,Achan,עָכָן
ZBDJ/,nmpr,Zabdi,זַבְדִּי
BJT_>WN/,nmpr,Beth Aven,בֵּית אָוֶן
JG<[,verb,be weary,יגע
CBRJM/,nmpr,Shebarim,שְׁבָרִים
MWRD/,subs,descent,מֹורָד
>HH,intj,alas,אֲהָהּ
<KWR/,nmpr,Achor,עָכֹור
JYT[,verb,kindle,יצת
M>RB/,subs,ambush,מַאְרָב
KJDWN/,subs,dart,כִּידֹון
GB<WN/,nmpr,Gibeon,גִּבְעֹון
YJR[,verb,<uncertain>,ציר
BLH/,adjv,worn out,בָּלֶה
N>D/,subs,skin-bottle,נֹאד
YJD=/,subs,provision,צַיִד
NQDJM/,subs,crumbs,נִקֻּדִים
XM==/,adjv,hot,חָם
YJD[,verb,feed,ציד
KPJRH/,nmpr,Kephirah,כְּפִירָה
B>RWT/,nmpr,Beeroth,בְּאֵרֹות
QRJT_J<RJM/,nmpr,Kiriath Jearim,קִרְיַת יְעָרִים
>DNJ_YDQ/,nmpr,Adoni-Zedek,אֲדֹנִי צֶדֶק
JRWCLM/,nmpr,Jerusalem,יְרוּשָׁלִַם
HWHM/,nmpr,Hoham,הֹוהָם
PR>M/,nmpr,Piram,פִּרְאָם
JRMWT/,nmpr,Jarmuth,יַרְמוּת
JPJ</,nmpr,Japhia,יָפִיעַ
LKJC/,nmpr,Lachish,לָכִישׁ
DBJR=/,nmpr,Debir,דְּבִיר
<GLWN/,nmpr,Eglon,עֶגְלֹון
M<LH/,subs,ascent,מַעֲלֶה
BJT_XWRWN/,nmpr,Beth Horon,בֵּית חֹורֹון
<ZQH/,nmpr,Azekah,עֲזֵקָה
MQDH/,nmpr,Makkedah,מַקֵּדָה
>JLWN==/,nmpr,Aijalon,אַיָּלֹון
FRD[,verb,run away,שׂרד
QYJN/,subs,chief,קָצִין
HRM/,nmpr,Horam,הֹרָם
GZR=/,nmpr,Gezer,גֶּזֶר
DBR=====/,nmpr,Debir,דְּבִר
JBJN/,nmpr,Jabin,יָבִין
XYWR/,nmpr,Hazor,חָצֹור
MDWN=/,nmpr,Madon,מָדֹון
CMRWN=/,nmpr,Shimron,שִׁמְרֹון
>KCP/,nmpr,Acshaph,אַכְשָׁף
NPH/,subs,yoke,נָפָה
DWR===/,nmpr,Dor,דֹּור
MRWM=/,nmpr,Merom,מֵרֹום
MFRPWT_MJM/,nmpr,Misrephoth Maim,מִשְׂרְפֹות מַיִם
MYPH==/,nmpr,Mizpeh,מִצְפֶּה
B<L_GD/,nmpr,Baal Gad,בַּעַל גָּד
TXNH/,subs,supplication,תְּחִנָּה
<NB=/,nmpr,Anab,עֲנָב
GT=/,nmpr,Gath,גַּת
>CDWD/,nmpr,Ashdod,אַשְׁדֹּוד
MXLQT/,subs,division,מַחֲלֹקֶת
CQV[,verb,be at peace,שׁקט
GDR=/,nmpr,Geder,גֶּדֶר
<DLM/,nmpr,Adullam,עֲדֻלָּם
TPWX=/,nmpr,Tappuah,תַּפּוּחַ
XPR=/,nmpr,Hepher,חֵפֶר
>PQ/,nmpr,Aphek,אֲפֵק
CRWN/,nmpr,Sharon,שָׁרֹון
CMRWN_MR>WN/,nmpr,Shimron Meron,שִׁמְרֹון מְראֹון
T<NK/,nmpr,Taanach,תַּעֲנַךְ
MGDW/,nmpr,Megiddo,מְגִדֹּו
QDC===/,nmpr,Kedesh,קֶדֶשׁ
JQN<M/,nmpr,Jokneam,יָקְנְעָם
KRML==/,nmpr,Carmel,כַּרְמֶל
TRYH/,nmpr,Tirzah,תִּרְצָה
GLJLH/,subs,region,גְּלִילָה
CJXWR/,nmpr,Shihor,שִׁיחֹור
<QRWN/,nmpr,Ekron,עֶקְרֹון
SRN=/,subs,lord,סֶרֶן
<ZTJ/,adjv,from Gaza,עַזָּתִי
>CDWDJ/,adjv,from Ashdod,אַשְׁדֹּודִי
>CQLWNJ/,adjv,Ashkelonite,אֶשְׁקְלֹונִי
GTJ/,adjv,Gittite,גִּתִּי
<QRWNJ/,adjv,from Ekron,עֶקְרֹונִי
M<RH===/,nmpr,Mearah,מְעָרָה
GBLJ/,adjv,Gebalite,גִּבְלִי
MMLKWT/,subs,kingdom,מַמְלָכוּת
GCWR/,nmpr,Geshur,גְּשׁוּר
M<KT/,nmpr,Maacath,מַעֲכָת
BJT_B<L_M<WN/,nmpr,Baal Meon,בֵּית בַּעַל מְעֹון
MJP<T/,nmpr,Mephaath,מֵיפַעַת
YRT_HCXR/,nmpr,Zereth Shahar,צֶרֶת הַשַּׁחַר
NSJK/,subs,leader,נָסִיךְ
RMH=/,subs,high place,רָמָה
MYPH/,subs,watch-tower,מִצְפֶּה
BVNJM/,nmpr,Betonim,בְּטֹנִים
LDBR/,nmpr,Debir,לִדְבִר
BJT_HRM/,nmpr,Beth Haram,בֵּית הָרָם
YPWN=/,nmpr,Zaphon,צָפֹון
MSH[,verb,melt,מסה
XYRWN=/,nmpr,Hezron,חֶצְרֹון
>DR===/,nmpr,<town>,אַדָּר
QRQ<=/,nmpr,Karka,קַרְקַע
BJT_XGLH/,nmpr,Beth Hoglah,בֵּית חָגְלָה
BJT_H<RBH/,nmpr,Beth Arabah,בֵּית הָעֲרָבָה
BHN=/,nmpr,Bohan,בֹּהַן
M<LH_>DMJM/,nmpr,the Pass of Adummim,מַעֲלֵה אֲדֻמִּים
<JN_CMC/,nmpr,En Shemesh,עֵין שֶׁמֶשׁ
<JN_RGL/,nmpr,En Rogel,עֵין רֹגֵל
BN_HNM/,nmpr,the Valley of Ben Hinnom,בֶּן הִנֹּם
HNM/,nmpr,Hinnom,הִנֹּם
RP>JM==/,nmpr,<valley>,רְפָאִים
T>R[,verb,turn,תאר
NPTWX/,nmpr,Nephtoah,נֶפְתֹּוחַ
<PRWN=/,nmpr,Ephron,עֶפְרֹון
B<LH=/,nmpr,Baalah,בַּעֲלָה
J<RJM/,nmpr,Jearim,יְעָרִים
KSLWN/,nmpr,Kesalon,כְּסָלֹון
BJT_CMC/,nmpr,Beth Shemesh,בֵּית שֶׁמֶשׁ
CKRWN=/,nmpr,Shikkeron,שִׁכְּרֹון
JBN>L/,nmpr,Jabneel,יַבְנְאֵל
QRJT_SPR/,nmpr,Kiriath Sepher,קִרְיַת סֵפֶר
<KSH/,nmpr,Acsah,עַכְסָה
<TNJ>L/,nmpr,Othniel,עָתְנִיאֵל
YNX[,verb,clap one's hand,צנח
GLH/,subs,basin,גֻּלָּה
<LJ/,adjv,upper,עִלִּי
QBY>L/,nmpr,Kabzeel,קַבְצְאֵל
<DR=/,nmpr,Eder,עֵדֶר
JGWR=/,nmpr,Jagur,יָגוּר
QJNH=/,nmpr,Kinah,קִינָה
DJMWNH/,nmpr,Dimonah,דִּימֹונָה
<D<DH/,nmpr,Adadah,עַדְעָדָה
JTNN/,nmpr,Ithnan,יִתְנָן
ZJP/,nmpr,Ziph,זִיף
VLM/,nmpr,Telem,טֶלֶם
B<LWT/,nmpr,Bealoth,בְּעָלֹות
XYWR_XDTH/,nmpr,Hazor Hadattah,חָצֹור חֲדַתָּה
QRJWT/,nmpr,Kerioth,קְרִיֹּות
>MM/,nmpr,Amam,אֲמָם
CM<=====/,nmpr,Shema,שְׁמַע
MWLDH/,nmpr,Moladah,מֹולָדָה
XYR_GDH/,nmpr,Hazar Gaddah,חֲצַר גַּדָּה
XCMWN/,nmpr,Heshmon,חֶשְׁמֹון
BJT_PLV/,nmpr,Beth Pelet,בֵּית פֶּלֶט
XYR_CW<L/,nmpr,Hazar Shual,חֲצַר שׁוּעָל
BZJWTJH/,nmpr,Biziothiah,בִּזְיֹותְיָה
<YM===/,nmpr,Ezem,עֶצֶם
>LTWLD/,nmpr,Eltolad,אֶלְתֹּולַד
KSJL==/,nmpr,Kesil,כְּסִיל
YQLG/,nmpr,Ziklag,צִקְלַג
MDMNH===/,nmpr,Madmannah,מַדְמַנָּה
SNSNH=/,nmpr,Sansannah,סַנְסַנָּה
LB>WT/,nmpr,Lebaoth,לְבָאֹות
CLXJM=/,nmpr,Shilhim,שִׁלְחִים
<JN_RMWN/,nmpr,En Rimmon,עֵין רִמֹּון
>CT>L/,nmpr,Eshtaol,אֶשְׁתָּאֹל
YR<H=/,nmpr,Zorah,צָרְעָה
>CNH/,nmpr,Ashnah,אַשְׁנָה
ZNWX/,nmpr,Zanoah,זָנֹוחַ
<JN_GNJM/,nmpr,En Gannim,עֵין גַּנִּים
<JNM/,nmpr,Enam,עֵינָם
FWKH=/,nmpr,Socoh,שֹׂוכֹה
C<RJM/,nmpr,Shaaraim,שַׁעֲרַיִם
<DJTJM/,nmpr,Adithaim,עֲדִיתַיִם
GDRH=/,nmpr,Gederah,גְּדֵרָה
GDRTJM/,nmpr,Gederothaim,גְּדֵרֹתָיִם
YNN/,nmpr,Zenan,צְנָן
XDCH/,nmpr,Hadashah,חֲדָשָׁה
MGDL_GD/,nmpr,Migdal Gad,מִגְדַּל גָּד
DL<N/,nmpr,Dilean,דִּלְעָן
JQT>L/,nmpr,Joktheel,יָקְתְאֵל
BYQT/,nmpr,Bozkath,בָּצְקַת
KBWN/,nmpr,Cabbon,כַּבֹּון
LXMS/,nmpr,Lahmas,לַחְמָס
KTLJC/,nmpr,Kitlish,כִּתְלִישׁ
GDRWT/,nmpr,Gederoth,גְּדֵרֹות
BJT_DGWN/,nmpr,Beth Dagon,בֵּית דָּגֹון
N<MH=/,nmpr,Naamah,נַעֲמָה
<TR=/,nmpr,Ether,עֶתֶר
<CN==/,nmpr,Ashan,עָשָׁן
JPTX=/,nmpr,Iphtah,יִפְתָּח
NYJB=/,nmpr,Nezib,נְצִיב
Q<JLH/,nmpr,Keilah,קְעִילָה
>KZJB/,nmpr,Aczib,אַכְזִיב
MRCH=/,nmpr,Mareshah,מָרֵשָׁה
CMJR==/,nmpr,Shamir,שָׁמִיר
JTR===/,nmpr,Jattir,יַתִּר
DNH/,nmpr,Dannah,דַּנָּה
QRJT_SNH/,nmpr,Kiriath Sannah,קִרְיַת סַנָּה
>CTM</,nmpr,Eshtemoa,אֶשְׁתְּמֹעַ
<NJM/,nmpr,Anim,עָנִים
XLN=/,nmpr,Holon,חֹלֹן
GLH=/,nmpr,Giloh,גִּלֹה
>RB==/,nmpr,Arab,אֲרַב
RWMH=/,nmpr,Rumah,רוּמָה
>C<N/,nmpr,Eshan,אֶשְׁעָן
JNWM/,nmpr,Janim,יָנוּם
BJT_TPWX/,nmpr,Beth Tappuah,בֵּית תַּפּוּחַ
>PQH/,nmpr,Aphekah,אֲפֵקָה
XMVH/,nmpr,Humtah,חֻמְטָה
YJ<R/,nmpr,Zior,צִיעֹר
M<WN=/,nmpr,Maon,מָעֹון
JWVH/,nmpr,Juttah,יוּטָּה
JZR<>L/,nmpr,<town>,יִזְרְעֶאל
JQD<M/,nmpr,Jokdeam,יָקְדְעָם
QJN===/,nmpr,Kain,קַיִן
GB<H=/,nmpr,Gibeah,גִּבְעָה
XLXWL/,nmpr,Halhul,חַלְחוּל
BJT_YWR/,nmpr,Beth Zur,בֵּית צוּר
GDR==/,nmpr,Gedor,גְּדֹר
M<RT/,nmpr,Maarath,מַעֲרָת
BJT_<NWT/,nmpr,Beth Anoth,בֵּית עֲנֹות
>LTQN/,nmpr,Eltekon,אֶלְתְּקֹן
QRJT_B<L/,nmpr,Kiriath Baal,קִרְיַת בַּעַל
MDJN==/,nmpr,Middin,מִדִּין
SKKH/,nmpr,Secacah,סְכָכָה
NBCN/,nmpr,Nibshan,נִבְשָׁן
<JR_HMLX/,nmpr,City of Salt,עִיר הַמֶּלַח
<JN_GDJ/,nmpr,En Gedi,עֵין גֶּדִי
>RKJ/,adjv,Arkite,אַרְכִּי
JPLVJ/,adjv,Japhletite,יַפְלֵטִי
TXTWN/,adjv,lower,תַּחְתֹּון
<VRWT_>DR/,nmpr,Ataroth Addar,עַטְרֹות אַדָּר
MKMTT/,nmpr,Micmethath,מִכְמְתָת
T>NT_CLH/,nmpr,Taanath Shiloh,תַּאֲנַת שִׁלֹה
JNWXH/,nmpr,Janoah,יָנֹוחָה
N<RH==/,nmpr,<locality>,נַעֲרָה
QNH=/,nmpr,Kanah,קָנָה
MBDLH/,subs,enclave,מִבְדָּלָה
>BJ<ZR/,nmpr,Abiezer,אֲבִיעֶזֶר
<JN_TPWX/,nmpr,En Tappuah,עֵין תַּפּוּחַ
BJT_C>N/,nmpr,Beth Shan,בֵּית שְׁאָן
JBL<M/,nmpr,Ibleam,יִבְלְעָם
D>R/,nmpr,Dor,דֹּאר
<JN_DWR/,nmpr,Endor,עֵין דֹּור
NPT=/,subs,hill,נֶפֶת
BR>==[,verb,cut down,ברא
CLH/,nmpr,Shiloh,שִׁלֹה
GLJLWT/,nmpr,Geliloth,גְּלִילֹות
QYJY/,nmpr,Emek Keziz,קְצִיץ
YMRJM/,nmpr,<mountain>,צְמָרַיִם
PRH=/,nmpr,Parah,פָּרָה
<PRH/,nmpr,Ophrah,עָפְרָה
KPR==/,subs,village,כָּפָר
<MNH/,nmpr,Ammoni,עַמֹּנָה
<PNJ/,nmpr,Ophni,עָפְנִי
GB</,nmpr,Geba,גֶּבַע
RMH==/,nmpr,Ramah,רָמָה
MYH==/,nmpr,Mozah,מֹצָה
RQM=/,nmpr,Rekem,רֶקֶם
JRP>L/,nmpr,Irpeel,יִרְפְּאֵל
TR>LH/,nmpr,Taralah,תַּרְאֲלָה
YL<==/,nmpr,Zela,צֵלָע
>LP===/,nmpr,Eleph,אֶלֶף
GB<T/,nmpr,Gibeath,גִּבְעַת
QRJT/,nmpr,Kiriath,קִרְיַת
BLH=/,nmpr,Balah,בָּלָה
BTW>L=/,nmpr,Bethuel,בְּתוּאֵל
BJT_HMRKBWT/,nmpr,Beth Marcaboth,בֵּית הַמַּרְכָּבֹות
XYR_SWSH/,nmpr,Hazar Susah,חֲצַר סוּסָה
BJT_LB>WT/,nmpr,Beth Lebaoth,בֵּית לְבָאֹות
CRWXN/,nmpr,Sharuhen,שָׁרוּחֶן
RMWN=/,nmpr,Rimmon,רִמֹּון
B<LT_B>R/,nmpr,Baalath Beer,בַּעֲלַת בְּאֵר
FRJD=/,nmpr,Sarid,שָׂרִיד
MR<LH/,nmpr,Maralah,מַרְעֲלָה
DBCT=/,nmpr,Dabbesheth,דַּבֶּשֶׁת
KSLT_TBR/,nmpr,Kisloth Tabor,כִּסְלֹת תָּבֹר
DBRT=/,nmpr,Daberath,דָּבְרַת
JPJ<=/,nmpr,Japhia,יָפִיעַ
GT/,subs,wine-press,גַּת
N<H=/,nmpr,Neah,נֵעָה
XNTN/,nmpr,Hannathon,חַנָּתֹן
JPTX_>L/,nmpr,Iphtah El,יִפְתַּח אֵל
QVT/,nmpr,Kattath,קַטָּת
NHLL=/,nmpr,Nahalal,נַהֲלָל
JD>LH/,nmpr,Idalah,יִדְאֲלָה
KSWLT/,nmpr,Kesulloth,כְּסוּלֹת
CWNM/,nmpr,Shunem,שׁוּנֵם
XPRJM/,nmpr,Hapharaim,חֲפָרַיִם
CJ>N/,nmpr,Shion,שִׁיאֹן
>NXRT/,nmpr,Anaharath,אֲנָחֲרַת
RBJT/,nmpr,Rabbith,רַבִּית
QCJWN/,nmpr,Kishion,קִשְׁיֹון
>BY/,nmpr,Ebez,אָבֶץ
RMT/,nmpr,Remeth,רֶמֶת
<JN_XDH/,nmpr,En Haddah,עֵין חַדָּה
BJT_PYY/,nmpr,Beth Pazzez,בֵּית פַּצֵּץ
TBWR/,nmpr,Tabor,תָּבֹור
CXYJMH/,nmpr,Shahazumah,שַׁחֲצִימָה
XLQT/,nmpr,Helkath,חֶלְקַת
XLJ==/,nmpr,Hali,חֲלִי
BVN=/,nmpr,Beten,בֶּטֶן
>LMLK/,nmpr,Allammelech,אַלַּמֶּלֶךְ
<M<D/,nmpr,Amad,עַמְעָד
MC>L/,nmpr,Mishal,מִשְׁאָל
CJXWR_LBNT/,nmpr,Shihor Libnath,שִׁיחֹור לִבְנָת
BJT_H<MQ/,nmpr,Beth Emek,בֵּית הָעֵמֶק
N<J>L/,nmpr,Neiel,נְעִיאֵל
KBWL/,nmpr,Cabul,כָּבוּל
<BRN/,nmpr,Abdon,עֶבְרֹן
XMWN/,nmpr,Hammon,חַמֹּון
YR====/,nmpr,Tyrus,צֹר
XSH/,nmpr,Hosah,חֹסָה
<MH=/,nmpr,Ummah,עֻמָה
XLP=/,nmpr,Heleph,חֵלֶף
Y<NNJM/,nmpr,Zaanannim,צַעֲנַנִּים
>DMJ_HNQB/,nmpr,Adami-nekeb,אֲדָמִי הַנֶּקֶב
LQWM/,nmpr,Lakkum,לַקּוּם
>ZNWT_TBWR/,nmpr,Aznoth Tabor,אַזְנֹות תָּבֹור
XQQ/,nmpr,Hukkok,חֻקֹּק
YDJM/,nmpr,Ziddim,צִדִּים
YR=====/,nmpr,Zer,צֵר
XMT==/,nmpr,Hammath,חַמַּת
RQT/,nmpr,Rakkath,רַקַּת
>DMH==/,nmpr,Adamah,אֲדָמָה
<JN_XYWR/,nmpr,En Hazor,עֵין חָצֹור
JR>WN/,nmpr,Iron,יִרְאֹון
MGDL_>L/,nmpr,Migdal El,מִגְדַּל אֵל
XRM===/,nmpr,Horem,חֳרֵם
BJT_<NT/,nmpr,Beth Anath,בֵּית עֲנָת
<JR_CMC/,nmpr,Ir Shemesh,עִיר שֶׁמֶשׁ
C<LBJN/,nmpr,Shaalabbin,שַׁעֲלַבִּין
JTLH/,nmpr,Ithlah,יִתְלָה
>JLWN=/,nmpr,Elon,אֵילֹון
>LTQ>/,nmpr,Eltekeh,אֶלְתְּקֵא
GBTWN/,nmpr,Gibbethon,גִּבְּתֹון
B<LT/,nmpr,Baalath,בַּעֲלַת
JHD/,nmpr,Jehud,יְהוּד
BNJ_BRQ/,nmpr,Bene Berak,בְּנֵי בְרַק
GT_RMWN/,nmpr,Gath Rimmon,גַּת רִמֹּון
JRQWN=/,nmpr,Jarkon,יַרְקֹון
RQWN/,nmpr,Rakkon,רַקֹּון
JPW/,nmpr,Joppa,יָפֹו
LCM=/,nmpr,Leshem,לֶשֶׁם
TMNT_SRX/,nmpr,Timnath Serah,תִּמְנַת סֶרַח
